"Sweep (n)","RR (ms)"
1,NA
2,339.45
3,325.7
4,330.1
5,323
6,320.95
7,325.3
8,315.7
9,317.9
10,319.4
11,315.45
12,313.45
13,298.95
14,316.15
15,312.8
16,301.1
17,304.25
18,300.7
19,306.549999999999
20,302.05
21,323.3
22,310.35
23,306.7
24,305.65
25,312.25
26,311.25
27,310.9
28,309
29,306.25
30,316.300000000001
31,300.699999999999
32,305.550000000001
33,313.099999999999
34,296.35
35,300.550000000001
36,295.299999999999
37,296.549999999999
38,287.950000000001
39,295.699999999999
40,291.6
41,299.4
42,289.700000000001
43,300.35
44,293.699999999999
45,299.300000000001
46,292.549999999999
47,293.800000000001
48,293.449999999999
49,320
50,320.800000000001
51,320.15
52,293.049999999999
53,280.9
54,278.5
55,279.9
56,278
57,272.200000000001
58,280.200000000001
59,279.700000000001
60,283.299999999999
61,287.950000000001
62,282.699999999997
63,274.100000000002
64,279.5
65,274.649999999998
66,287.600000000002
67,286.049999999999
68,290.849999999999
69,297.75
70,284.450000000001
71,287.700000000001
72,286.150000000001
73,286.899999999998
74,280.150000000001
75,283.599999999999
76,282.549999999999
77,287.600000000002
78,286.199999999997
79,284.100000000002
80,270.950000000001
81,282.149999999998
82,275.400000000001
83,278.649999999998
84,285.800000000003
