"Sweep (n)","Ediast (mV)"
654,-65.7592726892748
655,-66.1468459040296
656,-66.1132765704682
657,-65.9576369330469
658,-65.9881545090119
659,-65.5181838391517
660,-66.1682082072051
661,-66.3513136629948
662,-66.0858107520997
663,-66.6595411802408
664,-66.3574171781878
665,-66.0797072369067
666,-66.2139845711525
667,-65.9240675994855
668,-65.7714797196607
669,-65.9301711146785
670,-66.0644484489243
671,-66.229243359135
672,-65.7318068709063
673,-66.0461379033453
674,-66.7816114841006
675,-66.4276076029072
676,-65.4266311112568
677,-64.7979690463788
678,-63.0920365499381
679,-60.4339556833909
680,-62.0391801791473
681,-62.9730180036748
682,-64.2394974062202
683,-63.800044312325
684,-63.8580277066584
685,-64.4164993468169
686,-64.0319778896586
687,-64.3066360733431
688,-64.0747024960095
689,-63.7786820091495
690,-64.7796585007999
691,-64.9017288046597
692,-64.4531204379749
693,-64.4409134075889
694,-64.7430374096419
695,-64.675898742519
696,-64.7430374096419
697,-64.712519833677
698,-64.8254348647473
699,-64.5233108626943
700,-64.5446731658697
701,-65.3808547473094
702,-65.0604201996774
703,-65.3442336561514
704,-65.3930617776954
705,-64.9108840774492
706,-65.2282668674846
707,-64.8406936527298
708,-65.3198195953795
709,-65.298457292204
710,-64.6087600753961
711,-64.8101760767648
712,-65.292353777011
713,-64.700312803291
714,-64.700312803291
715,-64.6575881969401
716,-64.6026565602031
717,-65.2404738978706
718,-64.4592239531679
719,-64.5965530450102
720,-64.2120315878518
721,-64.2486526790097
722,-64.1693069815009
723,-64.2852737701677
724,-64.367671225273
725,-64.059443708027
726,-64.2028763150623
727,-64.2089798302553
728,-63.8641312218514
729,-63.8458206762724
730,-64.1357376479394
731,-64.5233108626943
732,-64.8223831071508
733,-65.3198195953795
734,-64.7705032280104
735,-64.6392776513611
736,-64.5782424994312
737,-63.9892532833077
738,-64.1876175270798
739,-64.5904495298172
740,-64.5263626202908
741,-64.108271829571
742,-64.6331741361681
743,-64.3249466189221
744,-64.2303421334308
745,-64.7247268640629
746,-64.1693069815009
747,-64.0228226168691
748,-64.4836380139398
749,-64.7582961976244
750,-64.6545364393436
751,-64.7430374096419
752,-64.5935012874137
753,-64.8254348647473
754,-64.9230911078351
755,-64.2120315878518
756,-63.7237503724126
757,-63.5803177653773
758,-64.8406936527298
759,-64.5294143778873
760,-64.5782424994312
761,-64.4439651651854
762,-64.6118118329926
763,-64.4836380139398
764,-64.4531204379749
765,-64.5202591050978
766,-64.1662552239044
767,-63.5589554622019
768,-63.8030960699215
769,-63.8671829794479
770,-63.455195703921
771,-63.8305618882899
772,-64.1479446783254
773,-63.763423221167
774,-64.2791702549747
775,-63.6260941293247
776,-63.5009720678685
777,-63.8183548579039
778,-63.806147827518
779,-63.0065873372363
780,-63.0035355796398
781,-63.2934525513068
782,-63.4582474615175
783,-62.9699662460783
784,-62.7929643054816
785,-62.1673539982001
786,-61.9659379968315
787,-62.1215776342527
788,-62.3901323027443
789,-62.4877885458321
790,-62.4481156970777
791,-62.1276811494457
792,-62.1765092709896
793,-61.2762407800236
794,-62.0574907247263
795,-61.4105181142694
796,-61.4501909630238
797,-61.315913628778
798,-61.6393999340065
799,-60.4858355625314
800,-61.2060503553042
801,-61.352534719936
802,-61.1999468401112
803,-60.7391314430404
804,-61.2029985977077
805,-61.0748247786549
806,-60.8703570196897
807,-60.8123736253563
808,-61.2487749616551
809,-61.3494829623395
810,-61.8041948442172
811,-61.4410356902343
812,-60.3698687738646
813,-61.6271929036205
814,-61.9537309664455
815,-61.6149858732345
816,-62.1520952102177
817,-61.4349321750413
818,-61.3494829623395
819,-61.5295366605327
820,-61.0900835666374
821,-62.52440963699
822,-61.630244661217
823,-61.6699175099714
824,-62.0300249063579
825,-61.5478472061116
826,-61.2487749616551
827,-61.9781450272174
828,-61.7523149650768
829,-62.6312211528674
830,-62.4389604242882
831,-62.2955278172529
832,-62.6190141224814
833,-61.7034868435329
834,-62.2253373925335
835,-62.3779252723583
836,-63.0462601859907
837,-62.6831010320078
838,-62.8356889118325
839,-62.1276811494457
840,-63.4033158247806
841,-62.9791215188678
842,-63.0279496404117
843,-62.4267533939022
844,-62.3931840603408
845,-62.3931840603408
846,-63.140864671482
847,-64.0167191016761
848,-63.7145950996231
849,-63.6383011597107
850,-63.153071701868
851,-62.8417924270255
852,-63.0126908524293
853,-63.491816795079
854,-62.8051713358676
855,-62.6831010320078
856,-62.6464799408498
857,-62.3962358179373
858,-62.8204301238501
859,-62.9547074580958
860,-62.0880083006913
861,-62.2741655140775
862,-62.2741655140775
863,-62.4450639394812
864,-62.6769975168148
865,-62.5946000617094
866,-62.5183061217971
867,-62.8906205485694
868,-62.8875687909729
869,-62.1215776342527
870,-62.9211381245344
871,-62.4328569090952
