"Sweep (n)","dV/dt max x (ms)","dV/dt max y (V/s)"
117,16.6,0.999999930150771
117,17.2,0.999999930150771
117,18.7,0.999999930150771
117,21.5,0.999999930150771
118,16.7,0.999999930150842
118,17.7,0.999999930150842
118,17.9,0.999999930150842
118,18.2,0.999999930150842
118,18.6,0.999999930150842
118,19.3,0.999999930150842
119,17.1,0.999999930150807
119,18.4,0.999999930150807
119,19.2,0.999999930150807
119,19.6,0.999999930150807
119,20.6,0.999999930150807
119,22,0.999999930150807
119,26.1,0.999999930150807
119,31.5,0.999999930150807
119,50.7,0.999999930150807
119,142.8,0.999999930150807
119,148.8,0.999999930150807
119,152.8,0.999999930150807
119,154.7,0.999999930150807
119,157.9,0.999999930150807
119,159,0.999999930150807
119,162.4,0.999999930150807
119,163.4,0.999999930150807
119,163.8,0.999999930150807
119,164.8,0.999999930150807
119,165.3,0.999999930150807
119,166.3,0.999999930150807
119,166.7,0.999999930150807
119,168.8,0.999999930150807
119,169.3,0.999999930150807
119,175.8,0.999999930150807
119,177.3,0.999999930150807
119,181.6,0.999999930150807
119,182.4,0.999999930150807
119,186.5,0.999999930150807
119,187.5,0.999999930150807
119,187.9,0.999999930150807
119,188.4,0.999999930150807
119,188.7,0.999999930150807
119,189.8,0.999999930150807
119,190.5,0.999999930150807
119,191.4,0.999999930150807
119,191.8,0.999999930150807
119,192.3,0.999999930150807
119,192.8,0.999999930150807
119,193.4,0.999999930150807
119,194.2,0.999999930150807
119,194.5,0.999999930150807
119,195.3,0.999999930150807
119,196,0.999999930150807
119,197.1,0.999999930150807
119,197.8,0.999999930150807
119,199.6,0.999999930150807
119,200.3,0.999999930150807
119,201.1,0.999999930150807
119,202.6,0.999999930150807
119,202.9,0.999999930150807
119,204.3,0.999999930150807
119,206.3,0.999999930150807
119,206.9,0.999999930150807
119,209.1,0.999999930150807
119,209.9,0.999999930150807
119,210.9,0.999999930150807
119,211.6,0.999999930150807
119,212.1,0.999999930150807
119,213.4,0.999999930150807
119,215.5,0.999999930150807
119,216.9,0.999999930150807
119,217.2,0.999999930150807
119,219,0.999999930150807
119,220.5,0.999999930150807
119,221.2,0.999999930150807
119,222.3,0.999999930150807
119,222.8,0.999999930150807
119,223.2,0.999999930150807
119,226.1,0.999999930150807
119,228.6,0.999999930150807
119,231.9,0.999999930150807
119,232.5,0.999999930150807
119,233,0.999999930150807
119,233.4,0.999999930150807
119,234.4,0.999999930150807
119,236.7,0.999999930150807
119,236.9,0.999999930150807
119,238.4,0.999999930150807
119,239.9,0.999999930150807
