"Sweep (n)","APD","APD value (ms)","APD value (mV)"
126,"APD 20",30.4,20.278929700865
126,"APD 50",54.8,-11.672973078376
126,"APD 90",163.4,-54.6813938871482
127,"APD 20",31,20.1202383021525
127,"APD 50",54.6,-12.2070306701972
127,"APD 90",163,-54.9072239545468
128,"APD 20",32.8,19.8089590200624
128,"APD 50",58.2,-11.91711369178
128,"APD 90",160.4,-54.4952366694277
129,"APD 20",31.8,19.9951162377829
129,"APD 50",56.2,-12.072753332825
129,"APD 90",159.4,-54.736325525164
130,"APD 20",31,19.8181142930651
130,"APD 50",56,-12.0056146641389
130,"APD 90",159,-54.3395970283826
