"Sweep (n)","APD","APD value (ms)","APD value (mV)"
6,"APD 20",45.8,21.8872059916635
6,"APD 50",72.8,-12.7014154123401
6,"APD 90",109.2,-59.2712374191423
7,"APD 20",42.8,21.6583241665973
7,"APD 50",69,-12.844848022715
7,"APD 90",101.8,-59.2620821461396
8,"APD 20",42.6,21.8200673229774
8,"APD 50",69.8,-13.0432122711057
8,"APD 90",103.2,-59.0789766860867
9,"APD 20",41.8,21.5301503445602
9,"APD 50",69,-13.2995599151798
9,"APD 90",103.8,-59.5214815478813
10,"APD 20",43.6,21.1791982127921
10,"APD 50",70.8,-13.4796136175652
10,"APD 90",103.2,-59.6984834925992
