"Sweep (n)","APD","APD value (ms)","APD value (mV)"
6,"APD 20",53.8,18.1243887875752
6,"APD 50",78.2,-13.3880608875387
6,"APD 90",113.4,-55.0537083225892
7,"APD 20",50.8,18.6859121984043
7,"APD 50",77.2,-12.6037591669786
7,"APD 90",113.6,-54.0344212616277
8,"APD 20",46.6,19.0093985111645
8,"APD 50",70.8,-11.0687250602013
8,"APD 90",100,-50.76904055735
9,"APD 20",46.8,19.0216055418347
9,"APD 50",71,-10.2111811556199
9,"APD 90",97.6,-48.8555884997966
10,"APD 20",47.8,19.3237295509221
10,"APD 50",73,-10.6719965634199
10,"APD 90",100.6,-50.5126929132758
