"Sweep (n)","APD","APD value (ms)","APD value (mV)"
848,"APD 20",1.1,30.249997887062
848,"APD 50",9.2,-8.79999938532713
848,"APD 90",31.3,-60.9499957426919
849,"APD 20",1,30.799997848645
849,"APD 50",9.3,-8.89999937834221
849,"APD 90",31.3,-60.7999957531693
850,"APD 20",1.1,29.8999979115092
850,"APD 50",9.5,-8.64999939580451
850,"APD 90",31.3,-60.6999957601542
851,"APD 20",1.1,29.9999979045243
851,"APD 50",9.5,-8.79999938532713
851,"APD 90",31.2,-60.7499957566617
852,"APD 20",1.1,29.9999979045243
852,"APD 50",9.5,-8.74999938881959
852,"APD 90",31.4,-60.6999957601542
