"Sweep (n)","APD","APD value (ms)","APD value (mV)"
388,"APD 20",5.4,21.1999985191972
388,"APD 50",16.7,-9.34999934691008
388,"APD 90",47.6,-50.1499964970631
389,"APD 20",5.5,20.999998533167
389,"APD 50",16.5,-9.39999934341762
389,"APD 90",47.5,-50.049996504048
390,"APD 20",5.6,20.8999985401519
390,"APD 50",16.8,-9.34999934691008
390,"APD 90",47.5,-50.049996504048
391,"APD 20",5.6,20.7999985471369
391,"APD 50",16.4,-9.54999933294024
391,"APD 90",47.7,-50.0999965005556
392,"APD 20",5.6,21.0999985261821
392,"APD 50",16.8,-9.29999935040254
392,"APD 90",47.6,-49.9999965075405
