"Sweep (n)","APD","APD value (ms)","APD value (mV)"
506,"APD 20",1.3,23.5499983550516
506,"APD 50",10,-12.949999095453
506,"APD 90",35.7,-61.7999956833201
507,"APD 20",1.4,23.4499983620365
507,"APD 50",10.1,-12.949999095453
507,"APD 90",35.6,-61.7999956833201
508,"APD 20",1.4,23.3499983690214
508,"APD 50",10.1,-12.9999990919605
508,"APD 90",35.6,-61.699995690305
509,"APD 20",1.3,23.9999983236194
509,"APD 50",10.2,-12.6999991129153
509,"APD 90",35.6,-61.699995690305
510,"APD 20",1.4,23.4499983620365
510,"APD 50",10.2,-13.1499990814832
510,"APD 90",35.7,-61.8499956798276
