"Sweep (n)","APD","APD value (ms)","APD value (mV)"
475,"APD 20",1.4,21.9499984668103
475,"APD 50",10.2,-13.7499990395736
475,"APD 90",35.7,-60.9999957391994
476,"APD 20",1.4,21.7499984807801
476,"APD 50",10.1,-13.8499990325887
476,"APD 90",35.7,-61.0999957322145
477,"APD 20",1.4,21.4499985017349
477,"APD 50",10.1,-13.9499990256038
477,"APD 90",35.9,-61.049995735707
478,"APD 20",1.5,20.8999985401519
478,"APD 50",10.2,-14.149999011634
478,"APD 90",36,-61.049995735707
479,"APD 20",1.4,21.6999984842726
479,"APD 50",10.1,-13.6999990430661
479,"APD 90",36,-60.9999957391994
