"Sweep (n)","APD","APD value (ms)","APD value (mV)"
417,"APD 20",1.3,32.8499977054541
417,"APD 50",13.9,-7.29999949010091
417,"APD 90",42.3,-60.8999957461843
418,"APD 20",1.3,32.9999976949767
418,"APD 50",13.6,-7.04999950756321
418,"APD 90",42.2,-60.9999957391994
419,"APD 20",1.3,32.649997719424
419,"APD 50",13.6,-7.34999948660846
419,"APD 90",42.2,-60.9999957391994
420,"APD 20",1.3,32.8499977054541
420,"APD 50",13.8,-7.44999947962354
420,"APD 90",42.2,-61.0999957322145
421,"APD 20",1.3,33.1999976810069
421,"APD 50",13.9,-7.09999950407075
421,"APD 90",42.3,-60.8999957461843
