"Sweep (n)","APD","APD value (ms)","APD value (mV)"
5,"APD 20",1.5,27.6999980651774
5,"APD 50",11.9,-9.24999935389499
5,"APD 90",40.5,-58.649995903345
6,"APD 20",1.5,27.3999980861322
6,"APD 50",12,-9.14999936087991
6,"APD 90",40.6,-58.649995903345
7,"APD 20",1.4,27.3499980896247
7,"APD 50",11.7,-9.34999934691008
7,"APD 90",39.8,-58.649995903345
8,"APD 20",1.4,27.8999980512076
8,"APD 50",11.5,-9.19999935738745
8,"APD 90",40.1,-58.649995903345
9,"APD 20",1.4,27.5999980721624
9,"APD 50",11.4,-9.29999935040254
9,"APD 90",40.1,-58.7999958928676
10,"APD 20",1.4,27.2999980931171
10,"APD 50",11.6,-9.39999934341762
10,"APD 90",40.7,-58.6999958998526
11,"APD 20",1.4,27.749998061685
11,"APD 50",11.9,-9.19999935738745
11,"APD 90",40.5,-58.649995903345
12,"APD 20",1.4,27.9499980477151
12,"APD 50",12.1,-9.24999935389499
12,"APD 90",41.6,-58.4999959138224
13,"APD 20",1.4,27.8499980547001
13,"APD 50",11.5,-9.19999935738745
13,"APD 90",40.8,-58.4499959173149
14,"APD 20",1.4,27.4999980791473
14,"APD 50",11.8,-9.34999934691008
14,"APD 90",40.6,-58.3999959208073
