"Sweep (n)","APD","APD value (ms)","APD value (mV)"
60,"APD 20",1.4,22.4499984318857
60,"APD 50",6.8,-14.0999990151264
60,"APD 90",26.7,-62.9499956029935
61,"APD 20",1.4,22.7499984109309
61,"APD 50",7,-14.3499989976641
61,"APD 90",26.8,-62.8499956099784
62,"APD 20",1.4,22.8999984004536
62,"APD 50",6.8,-13.9999990221113
62,"APD 90",26.6,-62.899995606486
63,"APD 20",1.4,22.4999984283932
63,"APD 50",6.8,-13.9999990221113
63,"APD 90",26.4,-62.8499956099784
64,"APD 20",1.4,22.2499984458555
64,"APD 50",6.9,-14.2999990011566
64,"APD 90",26.4,-62.9499956029935
65,"APD 20",1.4,22.5999984214083
65,"APD 50",6.9,-13.9499990256038
65,"APD 90",26.9,-62.8499956099784
66,"APD 20",1.4,22.2999984423631
66,"APD 50",7,-14.3499989976641
66,"APD 90",27,-62.7999956134709
67,"APD 20",1.5,22.199998449348
67,"APD 50",7,-14.149999011634
67,"APD 90",26.7,-62.7999956134709
68,"APD 20",1.4,22.8999984004536
68,"APD 50",6.9,-13.8499990325887
68,"APD 90",26.6,-62.899995606486
69,"APD 20",1.4,22.4499984318857
69,"APD 50",6.7,-13.9999990221113
69,"APD 90",26.5,-62.9499956029935
