"Sweep (n)","Peak x (ms)","Peak y (mV)"
42,20,44.9499968602789
43,20,45.1999968428166
44,20,44.4999968917111
45,19.9,43.9499969301281
46,19.9,44.1499969161583
47,20,43.6999969475904
48,19.9,42.7499970139471
49,19.9,42.2499970488717
50,20,41.9499970698265
51,20,42.0499970628416
