"Sweep (n)","APD","APD value (ms)","APD value (mV)"
462,"APD 20",0.6,34.7999975692482
462,"APD 50",9.3,-7.84999945168386
462,"APD 90",40.6,-63.4999955645765
463,"APD 20",0.6,33.1499976844994
463,"APD 50",9.3,-7.84999945168386
463,"APD 90",40.5,-63.5999955575915
464,"APD 20",0.699999999999999,32.2999977438712
464,"APD 50",9.3,-8.04999943771402
464,"APD 90",40.4,-63.549995561084
465,"APD 20",0.699999999999999,32.649997719424
465,"APD 50",9.4,-8.29999942025172
465,"APD 90",40.3,-63.6999955506066
466,"APD 20",0.699999999999999,33.0499976914843
466,"APD 50",9.6,-8.09999943422156
466,"APD 90",40.6,-63.5999955575915
467,"APD 20",0.6,33.4499976635446
467,"APD 50",9.3,-7.99999944120648
467,"APD 90",40.1,-63.549995561084
468,"APD 20",0.6,33.5499976565597
468,"APD 50",9.2,-7.84999945168386
468,"APD 90",41,-63.549995561084
469,"APD 20",0.6,33.8999976321125
469,"APD 50",9.5,-8.09999943422156
469,"APD 90",41,-63.5999955575915
470,"APD 20",0.699999999999999,33.0499976914843
470,"APD 50",9.6,-8.24999942374418
470,"APD 90",40.9,-63.5999955575915
471,"APD 20",0.6,33.7999976390974
471,"APD 50",9.2,-7.79999945517632
471,"APD 90",40.5,-63.4999955645765
