"Sweep (n)","APD","APD value (ms)","APD value (mV)"
226,"APD 20",1.5,21.0499985296746
226,"APD 50",13,-17.5999987706543
226,"APD 90",51.7,-68.4999952153305
227,"APD 20",1.5,20.999998533167
227,"APD 50",12.9,-17.4499987811316
227,"APD 90",51.5,-68.449995218823
228,"APD 20",1.5,20.7999985471369
228,"APD 50",12.9,-17.5999987706543
228,"APD 90",51.6,-68.449995218823
229,"APD 20",1.5,20.999998533167
229,"APD 50",12.9,-17.4999987776392
229,"APD 90",50.5,-68.449995218823
230,"APD 20",1.5,21.2499985157047
230,"APD 50",13.2,-17.4999987776392
230,"APD 90",51.1,-68.4999952153305
231,"APD 20",1.6,20.4499985715841
231,"APD 50",12.9,-17.5999987706543
231,"APD 90",50.6,-68.4999952153305
232,"APD 20",1.6,20.5499985645992
232,"APD 50",13.1,-17.4499987811316
232,"APD 90",51,-68.549995211838
233,"APD 20",1.6,20.4499985715841
233,"APD 50",12.7,-17.299998791609
233,"APD 90",50.9,-68.449995218823
234,"APD 20",1.5,20.7999985471369
234,"APD 50",12.9,-17.4999987776392
234,"APD 90",51.8,-68.449995218823
235,"APD 20",1.5,20.6999985541218
235,"APD 50",12.9,-17.7499987601769
235,"APD 90",51.3,-68.3499952258079
