"Sweep (n)","APD","APD value (ms)","APD value (mV)"
33,"APD 20",2.5,33.9999976251275
33,"APD 50",12.1,-4.39999969266356
33,"APD 90",30.9,-55.6999961094001
34,"APD 20",2.5,34.0499976216351
34,"APD 50",12.1,-4.29999969964848
34,"APD 90",31.2,-55.7999961024152
35,"APD 20",2.5,34.2499976076653
35,"APD 50",12.4,-4.34999969615602
35,"APD 90",31.3,-55.6499961128926
36,"APD 20",2.5,33.8499976356049
36,"APD 50",12.2,-4.59999967869373
36,"APD 90",31.7,-55.6999961094001
37,"APD 20",2.6,33.7499976425898
37,"APD 50",12.3,-4.49999968567865
37,"APD 90",31.6,-55.6999961094001
38,"APD 20",2.6,33.8999976321125
38,"APD 50",12.3,-4.64999967520127
38,"APD 90",31.4,-55.5999961163851
39,"APD 20",2.6,33.94999762862
39,"APD 50",12.3,-4.54999968218619
39,"APD 90",31.4,-55.7499961059077
40,"APD 20",2.5,34.2999976041728
40,"APD 50",12.2,-4.34999969615602
40,"APD 90",31.8,-55.6999961094001
41,"APD 20",2.6,33.7999976390974
41,"APD 50",12,-4.29999969964848
41,"APD 90",31.5,-55.6499961128926
42,"APD 20",2.6,33.8499976356049
42,"APD 50",12.1,-4.34999969615602
42,"APD 90",31.4,-55.7499961059077
