"Sweep (n)","APD","APD value (ms)","APD value (mV)"
366,"APD 20",5.2,24.5499982852024
366,"APD 50",17.2,-13.2499990744982
366,"APD 90",39.3,-63.7499955471142
367,"APD 20",5.1,24.699998274725
367,"APD 50",17.3,-13.0999990849756
367,"APD 90",39.1,-63.6499955540991
368,"APD 20",5.2,24.7499982712326
368,"APD 50",17.3,-13.1499990814832
368,"APD 90",39.5,-63.5999955575915
369,"APD 20",5.1,24.4999982886949
369,"APD 50",17,-13.2499990744982
369,"APD 90",38.9,-63.4999955645765
370,"APD 20",5.3,24.2999983026647
370,"APD 50",17.2,-13.2999990710058
370,"APD 90",39.2,-63.4999955645765
371,"APD 20",5.1,24.699998274725
371,"APD 50",17.1,-13.2999990710058
371,"APD 90",39.1,-63.5999955575915
372,"APD 20",5.2,24.5999982817099
372,"APD 50",17.3,-13.3499990675133
372,"APD 90",38.9,-63.5999955575915
373,"APD 20",5.2,24.5499982852024
373,"APD 50",17.2,-13.1999990779907
373,"APD 90",39.1,-63.6499955540991
374,"APD 20",5.2,24.5499982852024
374,"APD 50",17.1,-13.1999990779907
374,"APD 90",39,-63.7999955436217
375,"APD 20",5.2,24.7499982712326
375,"APD 50",17.4,-13.1999990779907
375,"APD 90",39.3,-63.5999955575915
