"File Name","Ediast (mV)","Peak (mV)","APA (mV)","dV/dt max y (V/s)","Negative dV/dt max y (V/s)","STV","APD 20 (ms)","APD 50 (ms)","APD 90 (ms)"
"18711002",-79.878244420569,63.3449955754031,143.223239995972,266.599981378205,-70.3499950861091,0.242773328207382,0.529999999999999,7.31,30.3
"18711007",-70.4109950818487,65.9849953910012,136.39599047285,159.449988862546,-55.8999960954302,0.273414622058798,0.68,6.88,34.63
"18711021",-78.2902445314895,49.9949965078898,128.285241039379,368.699974246603,-41.7999970803039,0.207417989148054,0.71,4.86,29.69
"18711025",-77.554494582881,62.3799956428075,139.934490225689,219.049984699536,-78.9999944819143,0.242773328207381,0.51,1.42,20.81
"18711029",-78.0797445461927,47.5199966807665,125.599741226959,340.549976212857,-31.549997796258,0.304055915910215,1.12,7.63,42.52
"18711033",-74.3707448052634,50.9299964425808,125.300741247844,352.599975371174,-31.3999978067355,0.372409571424914,1.11,7.14,37.77
"18712012",-78.7627444984857,61.6099956965914,140.372740195077,333.799976684339,-70.5999950686465,0.195632876128278,0.499999999999998,3.61,20.93
"18712019",-75.3249947386098,53.5999962560834,128.924990994693,324.349977344414,-46.0499967834445,0.289913780286484,1.17,6.91,38.89
"18712028",-74.8997447683132,62.4849956354734,137.384740403787,347.54997572392,-41.1999971222135,0.245130350811337,1.88,10.82,30.3
"18712038",-73.7757448468236,71.1299950316271,144.905739878451,306.9999785563,-88.4999938183462,0.421907046107973,0.800000000000001,11.61,40.71
"18713002",-78.7629944984683,60.0899958027622,138.85299030123,450.299968546911,-77.0999946146271,0.200346921336189,1.51,9.51,28.08
"18713010",-78.6432445068327,61.9499956728427,140.593240179675,455.749968166231,-73.6499948556068,0.327626141949767,2.04,13.05,30.31
"18713014",-75.9707446935047,66.3599953648078,142.330740058312,402.899971857761,-66.8999953270893,0.226274169979695,0.510000000000001,3.89,24.17
"18713019",-80.6182443688806,64.4249954999659,145.043239868847,419.799970677309,-81.4499943107838,0.478475588602898,0.42,3.99,35.82
"18713023",-79.9299944169543,67.4999952851797,147.429989702134,329.949976953258,-83.6499941571151,0.928666905958333,0.460000000000001,4.11,35.6
"18713027",-84.5442440946526,56.7549960357092,141.299240130362,353.749975290848,-54.8499961687721,0.205060966544097,0.6,4.56,29.26
"18716003",-82.3677442466794,44.7699968728518,127.137741119531,395.799972353689,-29.3499979499267,0.405407887880286,1.35,6.89,30.58
"18716007",-82.2277442564583,58.2099959340787,140.437740190537,380.599973415403,-40.9499971396758,0.131993265821489,0.929999999999999,4.91,19.44
"18716011",-76.3624946661412,72.9149949069463,149.277489573088,403.449971819342,-69.2999951594508,0.381837661840736,0.73,5.63,29.79
"18716018",-78.5172445156337,58.5149959127747,137.032240428408,392.299972598158,-34.1499976146503,0.275771644662754,1.13,6.12,31.85
"18716022",-89.6519937378804,62.2799956497925,151.931989387673,308.79997843057,-85.9499939964617,9.49173002612742,0.510000000000001,4.4,22.41
"18716025",-84.2872441126039,63.3099955778478,147.597239690452,262.449981668079,-76.599994649553,0.325269119345812,0.499999999999998,4.24,29.9
