"Sweep (n)","APA (mV)"
1,103.021235341129
2,103.045649402469
3,102.764887697055
4,102.368159200273
5,101.947016642152
6,102.142329132875
7,100.781245213148
8,101.995844764832
9,101.477045961349
10,100.109858526287
11,99.9389600969041
12,98.7609816372301
13,99.3835402014101
14,100.384516716366
15,100.439448354382
16,100.31737804768
17,100.683588967786
18,100.830073335829
19,100.427241323712
20,100.878901458509
21,101.171870194594
22,101.416010807998
23,102.398676776949
24,102.569575206332
25,101.745600636093
26,100.91552255052
27,101.739497120758
28,101.916499065476
29,101.983637734162
30,101.092524495238
31,101.306147531966
32,101.641840875397
33,100.299067501675
34,100.994868249876
35,100.366206170361
36,99.4018507474154
37,100.524897569074
38,99.7375440908459
39,98.1262160423798
40,99.4445753547611
41,99.5544386307929
42,99.2309523180327
43,98.4680129011454
44,98.571772661842
45,98.4741164164805
46,98.3337355637732
47,98.3703566557838
48,98.8098097599109
49,99.2980909867188
50,97.8210402756249
51,96.2890579265152
52,94.1894486512412
53,92.7062944248123
54,91.7724565785422
55,91.8151811858879
56,91.3024858977396
57,92.5170854494242
58,92.7185014554825
59,94.4946244179962
60,94.9706986141339
61,94.9523880681286
62,92.8344682468494
63,94.0307572525287
64,95.6359817856596
65,95.7153274850159
66,96.1791946504834
67,97.2045852267799
68,97.2045852267799
69,97.4243117788435
70,97.8820754289759
71,97.82714379096
72,97.1801711654396
73,97.3815871714978
74,96.7956496993283
75,97.3266555334819
76,96.6247512699456
77,95.288081411559
78,95.5627396016384
79,96.588130177935
80,96.4416458098926
81,95.477290386947
82,97.082514920078
83,95.5261185096278
84,96.3012649571854
85,95.477290386947
86,95.7702591230318
87,96.0571243437814
88,93.9208939764969
89,95.2148392275378
90,95.9655716137549
91,96.5759231472648
92,96.3928176872118
93,97.0947219507482
94,95.3857376569206
95,94.1284134978903
96,95.1904251661974
97,95.6481888163298
98,94.854731822767
99,93.2189897129606
100,93.0969194062586
101,93.5852006330665
102,94.7082474547246
103,94.4885209026611
104,94.0734818598744
105,93.8232377311353
106,94.9706986141339
107,93.7866166391247
108,94.2687943505975
109,95.599360693649
110,94.7509720620703
111,93.7560990624493
112,94.5007279333313
113,93.8354447618055
114,93.5852006330665
115,93.6401322710824
116,92.7978471548388
117,93.6523393017526
118,92.8832963695302
119,93.6523393017526
120,94.6411087860385
121,94.0124467065234
122,92.565913572105
123,93.6645463324228
124,93.1091264369288
125,94.1162064672201
126,93.1945756516202
127,92.999263160897
128,92.7551225474931
129,92.6330522407911
130,92.132563983313
131,92.4316362347329
132,93.9758256145128
133,95.288081411559
134,93.4387162650241
135,94.2687943505975
136,92.6147416947858
137,92.9748490995566
138,93.8842728844863
139,93.2678178356414
140,92.0654253146269
141,92.9016069155355
142,92.9931596455619
143,93.7255814857738
144,93.7866166391247
145,92.6940873941421
146,93.4081986883486
147,92.0471147686217
148,91.4428667504469
149,91.1621050450324
150,91.6503862718402
151,90.6555132722192
152,90.2648882907729
153,90.8874468549529
154,91.0034136463198
155,92.7368120014878
156,92.6452592714613
157,91.8090776705528
158,91.8456987625634
159,92.2424272593448
