"Sweep (n)","Negative dV/dt max x (ms)","Negative dV/dt max y (V/s)"
4,90,-10.9863276031774
5,90,-10.3759760696676
6,90,-10.3759760696676
7,90,-9.76562453615772
8,90,-9.76562453615773
