"Sweep (n)","Ediast (mV)"
1,-56.3537570889652
2,-55.7067844634447
3,-55.8898899234977
4,-55.5908176720778
5,-55.6945774327745
6,-55.2612278439825
7,-55.3588840893441
8,-55.2795383899878
9,-54.4982884270952
10,-54.8461888011958
11,-54.6508763104727
12,-54.6752903718131
13,-55.0964329299349
14,-54.5288060037707
15,-54.4189427277389
16,-54.6874974024833
17,-54.3395970283826
18,-54.4921849117601
19,-54.5837376417866
20,-54.8889134085415
21,-54.4372532737442
22,-53.6010716728357
23,-54.052731807633
24,-53.6071751881708
25,-53.7170384642026
26,-53.5034154274741
27,-52.9418920166451
28,-53.8513158015748
29,-54.113766960984
30,-53.8696263475801
31,-56.6284152790446
32,-55.1513645679508
33,-52.9540990473153
34,-53.1555150533735
35,-52.9968236546609
36,-52.7954076486027
37,-53.1311009920331
38,-53.3386205134265
39,-53.6682103415218
40,-54.2236302370158
41,-53.2104466913894
42,-53.9184544702608
43,-53.3386205134265
44,-53.9184544702608
45,-53.6865208875271
46,-54.0222142309575
47,-53.6987279181973
48,-53.9184544702608
49,-53.6437962801814
50,-53.7048314335324
51,-54.2053196910105
52,-54.3273899977124
53,-54.3151829670422
54,-53.4362767587881
55,-53.5461400348198
56,-54.3395970283826
57,-53.9978001696171
58,-53.930661500931
59,-54.0405247769628
60,-54.3212864823773
61,-53.9367650162661
62,-53.7353490102079
63,-53.7353490102079
64,-53.7536595562132
65,-54.5776341264515
66,-53.7353490102079
67,-54.4189427277389
68,-54.8034641938501
69,-54.2419407830211
70,-54.8644993472011
71,-54.1992161756754
72,-54.2114232063456
73,-55.1818821446262
74,-54.1625950836648
75,-54.6874974024833
76,-54.4799778810899
77,-54.8522923165309
78,-54.3334935130475
79,-54.425046243074
80,-54.980466138568
81,-53.5705540961602
82,-53.186032630049
83,-54.2541478136913
84,-53.5339330041496
85,-53.1982396607192
86,-54.3212864823773
87,-53.5400365194847
88,-53.7231419795377
89,-52.7954076486027
90,-53.3325169980914
91,-53.0944799000225
92,-54.4189427277389
93,-53.2165502067245
94,-54.3029759363721
95,-54.2053196910105
96,-53.8818333782502
97,-54.0954564149787
98,-53.7353490102079
99,-54.7851536478448
100,-54.4799778810899
101,-54.7729466171746
102,-54.5410130344409
103,-53.3630345747669
104,-54.3212864823773
105,-54.5410130344409
106,-54.6997044331535
107,-54.1625950836648
