"Sweep (n)","Ediast (mV)"
306,-52.691647887906
307,-52.6428197652252
308,-53.002927169996
309,-52.9235814706398
310,-52.0568822930558
311,-52.5512670351987
312,-52.4353002438319
313,-52.4841283665127
314,-52.2338842377736
315,-52.2521947837789
