"Sweep (n)","APD","APD value (ms)","APD value (mV)"
64,"APD 20",27.1,4.69999967170881
64,"APD 50",64.7,-26.0999981769361
64,"APD 90",122.9,-67.2999952991495
65,"APD 20",27.8,4.59999967869373
65,"APD 50",65.7,-26.0999981769361
65,"APD 90",123.1,-67.0999953131194
66,"APD 20",27,4.69999967170881
66,"APD 50",65.1,-26.0999981769361
66,"APD 90",123.1,-67.1999953061345
67,"APD 20",26.9,4.59999967869373
67,"APD 50",64.4,-26.1999981699512
67,"APD 90",121,-67.2999952991495
68,"APD 20",27.7,4.89999965773897
68,"APD 50",64.9,-25.899998190906
68,"APD 90",121,-67.1999953061345
