"Sweep (n)","APD","APD value (ms)","APD value (mV)"
7,"APD 20",3.2,32.8999977019617
7,"APD 50",12.6,-6.39999955296519
7,"APD 90",31.3,-58.1499959382696
8,"APD 20",3,32.5999977229164
8,"APD 50",12,-5.99999958090486
8,"APD 90",31,-58.1999959347771
9,"APD 20",3.2,32.649997719424
9,"APD 50",12.7,-5.99999958090486
9,"APD 90",31.7,-58.0499959452545
10,"APD 20",3.3,32.4499977333938
10,"APD 50",13.2,-6.44999954947273
10,"APD 90",32,-58.1499959382696
11,"APD 20",3.3,32.8499977054541
11,"APD 50",13.1,-6.2999995599501
11,"APD 90",32,-58.1499959382696
