"Sweep (n)","dV/dt max x (ms)","dV/dt max y (V/s)"
506,4.7,399.999972060325
507,4.7,397.499972234949
508,4.7,390.499972723893
509,4.7,395.499972374647
510,4.7,392.99997254927
