"Sweep (n)","Negative dV/dt max x (ms)","Negative dV/dt max y (V/s)"
69,12.9,-13.499999057036
70,13.1,-13.499999057036
71,13,-12.499999126885
72,12.9,-13.499999057036
73,12.9,-12.9999990919606
