"Sweep (n)","APA (mV)"
408,62.6074956269169
409,62.807495612947
410,63.0999955925161
411,62.9874956003742
412,62.634995624996
413,63.0074955989772
414,63.4049955712121
415,63.1749955872774
416,62.4674956366957
417,62.9449956033427
