"Sweep (n)","dV/dt max x (ms)","dV/dt max y (V/s)"
461,184.2,0.999999930150807
461,184.8,0.999999930150807
461,185,0.999999930150807
461,185.2,0.999999930150807
461,185.7,0.999999930150807
461,186.4,0.999999930150807
461,186.8,0.999999930150807
461,187.9,0.999999930150807
461,195.5,0.999999930150807
461,197.8,0.999999930150807
461,202.5,0.999999930150807
461,202.9,0.999999930150807
461,204.4,0.999999930150807
461,205.9,0.999999930150807
461,206.9,0.999999930150807
461,207.4,0.999999930150807
461,208.7,0.999999930150807
461,210.9,0.999999930150807
461,211.6,0.999999930150807
461,212.4,0.999999930150807
461,213.5,0.999999930150807
461,216,0.999999930150807
461,218.2,0.999999930150807
461,221.9,0.999999930150807
461,225,0.999999930150807
461,225.6,0.999999930150807
461,225.9,0.999999930150807
461,226.6,0.999999930150807
461,226.9,0.999999930150807
461,227.5,0.999999930150807
461,231.9,0.999999930150807
461,232.9,0.999999930150807
461,237.7,0.999999930150807
461,237.9,0.999999930150807
461,238.7,0.999999930150807
461,239.4,0.999999930150807
461,240.9,0.999999930150807
461,241.6,0.999999930150807
461,242.5,0.999999930150807
461,245.4,0.999999930150807
461,246,0.999999930150807
461,246.2,0.999999930150807
461,246.4,0.999999930150807
461,246.8,0.999999930150807
462,10.9,0.999999930150789
462,13,0.999999930150789
462,13.6,0.999999930150789
462,13.9,0.999999930150789
462,14.7,0.999999930150789
462,15,0.999999930150789
462,16.4,0.999999930150789
462,16.8,0.999999930150789
462,17.2,0.999999930150789
462,17.3,0.999999930150789
462,18,0.999999930150789
462,18.3,0.999999930150789
462,18.4,0.999999930150789
462,20.6,0.999999930150789
462,21.8,0.999999930150789
462,22,0.999999930150789
462,22.3,0.999999930150789
462,25.3,0.999999930150789
462,28.6,0.999999930150789
462,29.1,0.999999930150789
462,29.4,0.999999930150789
462,30.5,0.999999930150789
462,32.9,0.999999930150789
462,33.4,0.999999930150789
462,39.3,0.999999930150789
462,48.7,0.999999930150789
463,10.1,0.999999930150807
463,12.7,0.999999930150807
463,13.6,0.999999930150807
463,15.1,0.999999930150807
463,15.8,0.999999930150807
463,17.3,0.999999930150807
463,18.3,0.999999930150807
463,19.4,0.999999930150807
463,19.7,0.999999930150807
463,22,0.999999930150807
463,22.3,0.999999930150807
463,24.2,0.999999930150807
463,25.5,0.999999930150807
463,26,0.999999930150807
463,26.7,0.999999930150807
463,27.4,0.999999930150807
463,28.4,0.999999930150807
463,35.8,0.999999930150807
463,36.9,0.999999930150807
463,42.5,0.999999930150807
463,44.7,0.999999930150807
463,47.1,0.999999930150807
463,48.3,0.999999930150807
463,53.7,0.999999930150807
463,57,0.999999930150807
463,61.8,0.999999930150807
463,92.7,0.999999930150807
463,145.8,0.999999930150807
463,148.4,0.999999930150807
463,156.7,0.999999930150807
463,158.5,0.999999930150807
463,158.9,0.999999930150807
463,160,0.999999930150807
463,162.2,0.999999930150807
463,162.5,0.999999930150807
463,162.9,0.999999930150807
463,163.4,0.999999930150807
463,164.4,0.999999930150807
463,164.8,0.999999930150807
463,167.7,0.999999930150807
463,169.1,0.999999930150807
463,169.6,0.999999930150807
463,174.9,0.999999930150807
463,176.4,0.999999930150807
463,177.9,0.999999930150807
463,178.2,0.999999930150807
463,178.6,0.999999930150807
463,179.9,0.999999930150807
463,183.1,0.999999930150807
463,184.7,0.999999930150807
463,185.2,0.999999930150807
463,185.5,0.999999930150807
463,187,0.999999930150807
463,187.8,0.999999930150807
463,189.3,0.999999930150807
463,190.7,0.999999930150807
463,191.4,0.999999930150807
463,192.2,0.999999930150807
463,193,0.999999930150807
463,193.3,0.999999930150807
463,194.4,0.999999930150807
463,194.8,0.999999930150807
463,195,0.999999930150807
463,195.5,0.999999930150807
463,195.9,0.999999930150807
463,196.5,0.999999930150807
463,197.3,0.999999930150807
463,199.1,0.999999930150807
463,199.8,0.999999930150807
463,200.3,0.999999930150807
463,201.8,0.999999930150807
463,202.4,0.999999930150807
463,205.3,0.999999930150807
463,205.8,0.999999930150807
463,206.9,0.999999930150807
463,217,0.999999930150807
463,217.4,0.999999930150807
463,217.8,0.999999930150807
463,218.5,0.999999930150807
463,219.2,0.999999930150807
463,219.5,0.999999930150807
463,220,0.999999930150807
463,220.7,0.999999930150807
463,224.4,0.999999930150807
463,227,0.999999930150807
463,227.4,0.999999930150807
463,227.6,0.999999930150807
463,228,0.999999930150807
463,228.3,0.999999930150807
463,229.3,0.999999930150807
463,233.6,0.999999930150807
463,234.9,0.999999930150807
463,236.4,0.999999930150807
463,237.9,0.999999930150807
463,243,0.999999930150807
463,245.9,0.999999930150807
463,246.4,0.999999930150807
463,247.4,0.999999930150807
463,248.2,0.999999930150807
463,248.5,0.999999930150807
464,12.7,0.999999930150807
464,12.9,0.999999930150807
464,13,0.999999930150807
464,13.9,0.999999930150807
464,14.2,0.999999930150807
464,14.3,0.999999930150807
464,15.4,0.999999930150807
464,15.6,0.999999930150807
464,15.7,0.999999930150807
464,17.1,0.999999930150807
464,17.6,0.999999930150807
464,18.7,0.999999930150807
464,19.4,0.999999930150807
464,19.7,0.999999930150807
464,22,0.999999930150807
464,24.1,0.999999930150807
464,25.8,0.999999930150807
464,32.9,0.999999930150807
464,34.8,0.999999930150807
464,38.4,0.999999930150807
464,40.6,0.999999930150807
464,54.9,0.999999930150807
464,58.1,0.999999930150807
464,59.2,0.999999930150807
464,93.9,0.999999930150807
464,94.1,0.999999930150807
464,147.2,0.999999930150807
464,147.6,0.999999930150807
464,149.8,0.999999930150807
464,153.1,0.999999930150807
464,153.3,0.999999930150807
464,154.2,0.999999930150807
464,158.9,0.999999930150807
464,163.8,0.999999930150807
464,167.3,0.999999930150807
464,167.8,0.999999930150807
464,172.8,0.999999930150807
464,173.9,0.999999930150807
464,174.4,0.999999930150807
464,176.9,0.999999930150807
464,178.2,0.999999930150807
464,178.7,0.999999930150807
464,184.2,0.999999930150807
464,188.2,0.999999930150807
464,188.9,0.999999930150807
464,189.2,0.999999930150807
464,191.4,0.999999930150807
464,192.2,0.999999930150807
464,193,0.999999930150807
464,193.3,0.999999930150807
464,193.7,0.999999930150807
464,194.8,0.999999930150807
464,195.2,0.999999930150807
464,195.4,0.999999930150807
464,196.3,0.999999930150807
464,196.6,0.999999930150807
464,197.3,0.999999930150807
464,203.9,0.999999930150807
464,204.4,0.999999930150807
464,205.4,0.999999930150807
464,206.8,0.999999930150807
464,207.9,0.999999930150807
464,208.2,0.999999930150807
464,208.7,0.999999930150807
464,210.1,0.999999930150807
464,210.9,0.999999930150807
464,212.4,0.999999930150807
464,212.6,0.999999930150807
464,218.9,0.999999930150807
464,220,0.999999930150807
464,220.7,0.999999930150807
464,221.4,0.999999930150807
464,221.8,0.999999930150807
464,222,0.999999930150807
464,225.5,0.999999930150807
464,226.5,0.999999930150807
464,226.9,0.999999930150807
464,227.3,0.999999930150807
464,228,0.999999930150807
464,232.4,0.999999930150807
464,232.8,0.999999930150807
464,235.3,0.999999930150807
464,239.4,0.999999930150807
464,241.1,0.999999930150807
464,242.9,0.999999930150807
464,245.9,0.999999930150807
464,246.4,0.999999930150807
464,247,0.999999930150807
465,10.6,0.999999930150825
465,11.2,0.999999930150825
465,11.9,0.999999930150825
465,12.2,0.999999930150825
465,12.3,0.999999930150825
465,12.9,0.999999930150825
465,13.4,0.999999930150825
465,14.5,0.999999930150825
465,14.6,0.999999930150825
465,14.9,0.999999930150825
465,17,0.999999930150825
465,19.3,0.999999930150825
465,20.5,0.999999930150825
465,21.6,0.999999930150825
465,23.3,0.999999930150825
465,25.2,0.999999930150825
465,26.3,0.999999930150825
465,31.1,0.999999930150825
466,11,0.999999930150807
466,13.2,0.999999930150807
466,13.3,0.999999930150807
466,13.4,0.999999930150807
466,13.6,0.999999930150807
466,14.6,0.999999930150807
466,14.7,0.999999930150807
466,14.8,0.999999930150807
466,14.9,0.999999930150807
466,15.4,0.999999930150807
466,16.8,0.999999930150807
466,17.2,0.999999930150807
466,18.7,0.999999930150807
466,20.4,0.999999930150807
466,25.5,0.999999930150807
466,25.9,0.999999930150807
466,33.1,0.999999930150807
466,39.8,0.999999930150807
466,48.1,0.999999930150807
466,48.3,0.999999930150807
466,52.2,0.999999930150807
466,53,0.999999930150807
466,57,0.999999930150807
466,58,0.999999930150807
466,60.6,0.999999930150807
466,88.7,0.999999930150807
466,100.5,0.999999930150807
466,112.5,0.999999930150807
466,137.3,0.999999930150807
466,141,0.999999930150807
466,143.3,0.999999930150807
466,146.4,0.999999930150807
466,148.3,0.999999930150807
466,148.7,0.999999930150807
466,149.8,0.999999930150807
466,150.9,0.999999930150807
466,154.2,0.999999930150807
466,156.4,0.999999930150807
466,158.9,0.999999930150807
466,160.7,0.999999930150807
466,162.9,0.999999930150807
466,163.2,0.999999930150807
466,172.8,0.999999930150807
466,173.3,0.999999930150807
466,173.5,0.999999930150807
466,173.9,0.999999930150807
466,174.9,0.999999930150807
466,176.4,0.999999930150807
466,177.8,0.999999930150807
466,178.7,0.999999930150807
466,181.9,0.999999930150807
466,182.4,0.999999930150807
466,183.1,0.999999930150807
466,184.1,0.999999930150807
466,184.8,0.999999930150807
466,185.9,0.999999930150807
466,186.3,0.999999930150807
466,189.2,0.999999930150807
466,194,0.999999930150807
466,197.3,0.999999930150807
466,198.8,0.999999930150807
466,199.6,0.999999930150807
466,201.3,0.999999930150807
466,201.8,0.999999930150807
466,203.9,0.999999930150807
466,204.4,0.999999930150807
466,206.9,0.999999930150807
466,207.3,0.999999930150807
466,207.9,0.999999930150807
466,208.2,0.999999930150807
466,208.7,0.999999930150807
466,209.1,0.999999930150807
466,210.1,0.999999930150807
466,211.6,0.999999930150807
466,211.9,0.999999930150807
466,213.4,0.999999930150807
466,213.5,0.999999930150807
466,213.9,0.999999930150807
466,214.9,0.999999930150807
466,215.3,0.999999930150807
466,216,0.999999930150807
466,216.3,0.999999930150807
466,216.7,0.999999930150807
466,217,0.999999930150807
466,217.3,0.999999930150807
466,217.8,0.999999930150807
466,218.2,0.999999930150807
466,218.5,0.999999930150807
466,218.9,0.999999930150807
466,220,0.999999930150807
466,225.5,0.999999930150807
466,225.8,0.999999930150807
466,226.3,0.999999930150807
466,226.6,0.999999930150807
466,227,0.999999930150807
466,227.3,0.999999930150807
466,227.6,0.999999930150807
466,228,0.999999930150807
466,228.3,0.999999930150807
466,231.8,0.999999930150807
466,232.1,0.999999930150807
466,232.5,0.999999930150807
466,232.9,0.999999930150807
466,233.5,0.999999930150807
466,234.3,0.999999930150807
466,237.2,0.999999930150807
466,238.7,0.999999930150807
466,238.9,0.999999930150807
466,240.9,0.999999930150807
466,241.1,0.999999930150807
466,241.9,0.999999930150807
466,244.9,0.999999930150807
466,246,0.999999930150807
467,10,0.999999930150789
467,11.2,0.999999930150789
467,11.6,0.999999930150789
467,11.8,0.999999930150789
467,13.7,0.999999930150789
467,14,0.999999930150789
467,14.7,0.999999930150789
467,15,0.999999930150789
467,15.3,0.999999930150789
467,16.4,0.999999930150789
467,17.6,0.999999930150789
467,18.4,0.999999930150789
467,19.4,0.999999930150789
467,19.7,0.999999930150789
467,19.9,0.999999930150789
467,22.7,0.999999930150789
467,24.1,0.999999930150789
467,24.6,0.999999930150789
467,25.3,0.999999930150789
467,25.5,0.999999930150789
467,27.9,0.999999930150789
467,28.1,0.999999930150789
467,34.8,0.999999930150789
467,43.8,0.999999930150789
467,44.3,0.999999930150789
467,45,0.999999930150789
468,16.2,0.999999930150842
468,17,0.999999930150842
468,19.8,0.999999930150842
468,21.2,0.999999930150842
468,21.7,0.999999930150842
468,23.1,0.999999930150842
468,26.6,0.999999930150842
468,27.8,0.999999930150842
468,28.9,0.999999930150842
468,29.6,0.999999930150842
468,31.1,0.999999930150842
468,53.1,0.999999930150842
469,13.3,0.999999930150789
469,13.9,0.999999930150789
469,15.3,0.999999930150789
469,16.4,0.999999930150789
469,16.8,0.999999930150789
469,17.1,0.999999930150789
469,17.6,0.999999930150789
469,18.3,0.999999930150789
469,21.5,0.999999930150789
469,22.3,0.999999930150789
469,25.8,0.999999930150789
469,26.2,0.999999930150789
469,29.3,0.999999930150789
469,29.5,0.999999930150789
469,32.6,0.999999930150789
469,39.7,0.999999930150789
469,48.7,0.999999930150789
469,54.1,0.999999930150789
