"Sweep (n)","dV/dt max x (ms)","dV/dt max y (V/s)"
85,12.2,262.499981664589
86,12.2,255.999982118608
87,12.2,245.9999828171
88,12.2,245.499982852025
89,12.3,261.999981699513
