"Sweep (n)","APD","APD value (ms)","APD value (mV)"
416,"APD 20",0.899999999999999,29.8499979150017
416,"APD 50",4.9,-12.1999991478399
416,"APD 90",19.7,-68.6499952048531
417,"APD 20",0.899999999999999,30.6999978556299
417,"APD 50",5,-12.8999990989455
417,"APD 90",19.7,-68.549995211838
418,"APD 20",0.899999999999999,30.249997887062
418,"APD 50",4.9,-12.1999991478399
418,"APD 90",19.7,-68.6999952013607
419,"APD 20",0.899999999999999,29.5499979359564
419,"APD 50",4.9,-12.4999991268851
419,"APD 90",19.7,-68.549995211838
420,"APD 20",0.899999999999999,29.4999979394489
420,"APD 50",4.9,-12.4499991303776
420,"APD 90",19.8,-68.5999952083456
