"Sweep (n)","APD","APD value (ms)","APD value (mV)"
473,"APD 20",0.5,31.9999977648259
473,"APD 50",1.4,-7.59999946914616
473,"APD 90",20.6,-63.6499955540991
474,"APD 20",0.5,33.7499976425898
474,"APD 50",1.4,-7.74999945866878
474,"APD 90",20.7,-63.6999955506066
475,"APD 20",0.5,35.6999975063839
475,"APD 50",1.4,-7.19999949708583
475,"APD 90",20.8,-63.549995561084
476,"APD 20",0.5,35.3999975273387
476,"APD 50",1.5,-7.8999994481914
476,"APD 90",20.8,-63.4499955680689
477,"APD 20",0.5,32.2499977473636
477,"APD 50",1.4,-7.49999947613108
477,"APD 90",20.9,-63.549995561084
