"File Name","Ediast (mV)","Peak (mV)","APA (mV)","dV/dt max y (V/s)","Negative dV/dt max y (V/s)","STV","APD 20 (ms)","APD 50 (ms)","APD 90 (ms)"
"18703008",-77.7474945694001,25.0799982481823,102.827492817582,1.08609263936909,-3.18181795957182,1.81255038244152,26.61,63.88,118.72
"18703012",-69.9524951138745,54.6799961806463,124.632491294521,202.099985883477,-18.7999986868353,1.23036579926459,12.78,49.12,80.46
"18703016",-72.2899949506021,16.9449988164055,89.2349937670076,71.4499950092753,-5.99999958090497,0.386551707048647,4.65,10.18,29.55
"18703019",-76.5862446505125,54.644996183091,131.231240833604,337.349976436378,-14.6999989732169,2.3758787847868,11.02,44.08,85.44
"18703024",-76.1359946819621,63.1999955855312,139.335990267493,304.549978727429,-54.3499962036966,0.440763226939614,0.72,9.01,36.19
"18703028",-76.5337446541796,32.1999977508561,108.733742405036,219.34998467858,-22.0499984598254,0.428978113919839,1.31,5.61,30.65
"18703032",-76.9964946218569,59.4949958443225,136.491490466179,356.399975105749,-32.0468727615518,0.598683741404611,2.35,16.31,41.01
"18703036",-77.6952445730497,52.0349963653974,129.730240938447,331.749976827538,-16.7499988300265,1.87618999274831,5.38,33.61,84.25
"18704002",-72.7904949156426,49.1499965669123,121.940491482555,188.199986854382,-39.9166638785194,0.758961278473561,0.86,10.11,39.88
"18704006",-75.7492447089763,55.4899961240685,131.239240833045,319.299977697149,-28.249998026761,0.733034029830054,1.65,13.47,42.6
"18704011",-75.0839791304445,53.7099962484,128.793975378845,339.449976289697,-30.149997894047,0.51618795026618,1.04,7.02,30
"18704015",-76.1067446840052,57.6499959731942,133.756740657199,342.999976041728,-22.8499984039463,0.942809041582063,7.33,32.39,66.04
"18704018",-75.482244727626,51.7149963877492,127.197241115375,326.649977183769,-8.3499994167595,0.348839345385364,5.43,17.02,41.21
"18704022",-70.3604950853761,59.3499958544506,129.710490939827,376.099973729716,-17.3499987881167,0.278128667266709,2,9.21,26.6
"18704025",-71.1569950297412,58.6599959026465,129.816990932388,391.74997263658,-13.2727263456382,2.06946584627263,3.21,12.66,31.37
"18710000",-75.5322290991346,54.2899962078875,129.822225307022,257.149982038277,-47.54999667867,2.48901586977665,0.749999999999998,8.09,72.92
"18710002",-68.7642451968728,52.7849963130105,121.549241509883,290.849979684361,-14.3846143798617,1.54149278298667,2.35,12.89,69.05
"18710006",-81.7387442906145,59.0999958719129,140.838740162527,284.249980145364,-56.2999960674914,1.11015764646288,0.67,8.53,42.3
"18710009",-79.7419944300859,50.5449964694727,130.286990899559,383.949973181398,-24.299998302665,0.902739657314824,1.56,11.86,48.74
"18710014",-73.230994884874,68.9749951821521,142.205990067026,267.399981322332,-58.899995885884,1.23036579926459,0.660000000000001,12.07,53.03
"18710017",-65.688245411729,59.3849958520059,125.073241263735,305.599978654089,-31.0999978276901,0.414835978296108,0.979999999999997,6.3,33.35
"18710021",-78.0154945506805,40.5049971707586,118.520491721439,253.949982261803,-26.8999981210574,0.626968012652073,1.19,7.64,36.9
"18710026",-78.1062445443417,48.7349965958997,126.841241140241,355.799975147659,-19.2999986519109,1.81962145025338,3.62,30,68.77
"18710031",-81.4874943081641,47.2299967010228,128.717491009187,360.499974819372,-16.7272715588864,0.575113515365058,2.83,13.89,33.16
