"Sweep (n)","dV/dt max x (ms)","dV/dt max y (V/s)"
156,6.3,126.999991129154
157,6.3,127.999991059305
158,6.2,127.999991059303
159,6.3,126.999991129154
160,6.3,126.999991129154
