"Sweep (n)","Peak x (ms)","Peak y (mV)"
839,7,50.049996504048
840,7,50.0999965005556
841,7.1,50.049996504048
842,7,50.3499964830933
843,7,49.9999965075405
844,7,50.2999964865857
845,7,50.3499964830933
846,7,49.7499965250028
847,7.1,49.9999965075405
848,7,50.1499964970631
