"Sweep (n)","Peak x (ms)","Peak y (mV)"
395,5.9,54.7499961757569
396,6,54.5999961862342
397,5.9,54.6999961792493
398,6,54.8499961687719
399,6,54.949996161787
400,6,54.7999961722644
401,6,55.0499961548021
402,6,54.6499961827418
403,5.9,54.6499961827418
404,5.9,54.7999961722644
