"Sweep (n)","APD","APD value (ms)","APD value (mV)"
41,"APD 20",8.8,37.5823956758695
41,"APD 50",38.2,3.89404278379289
41,"APD 90",89,-41.0125712941949
42,"APD 20",6.8,37.8112775009357
42,"APD 50",31.2,4.83703590306562
42,"APD 90",92,-39.2120342703408
43,"APD 20",6.2,38.1622296327039
43,"APD 50",32,5.26733373419007
43,"APD 90",91.8,-38.1713849057065
44,"APD 20",8.6,38.0157452646615
44,"APD 50",35.8,5.23071264217948
44,"APD 90",91.8,-38.3789044270999
45,"APD 20",6.4,37.985227687986
45,"APD 50",35.2,5.01403784778348
45,"APD 90",101.2,-39.0655499022984
