"Sweep (n)","APD","APD value (ms)","APD value (mV)"
50,"APD 20",40,31.3934311260795
50,"APD 50",77.2,0.906372027262139
50,"APD 90",131,-39.6759014358083
51,"APD 20",40.8,31.0577377826491
51,"APD 50",77.2,0.29907225141983
51,"APD 90",131,-40.4357890950281
52,"APD 20",40.8,30.895994626269
52,"APD 50",77,0.314331039757577
52,"APD 90",132,-40.4449443680307
53,"APD 20",39.8,30.8380112305856
53,"APD 50",75,0.714111294206534
53,"APD 90",128.6,-39.3981914880613
54,"APD 20",40.4,30.6823715895406
54,"APD 50",76.8,0.524902318818478
54,"APD 90",131.2,-39.7064190124838
