"Sweep (n)","Peak x (s)","Peak y (mV)"
1,229.35,42.0532206588292
2,237.2,42.6635721923391
3,253.65,42.3583964255841
4,264.7,43.029783112445
5,225.55,42.846677652392
6,237.1,42.785642499041
7,231.55,43.5180643392529
8,245.049999999999,42.907712805743
9,230.75,42.72460734569
10,221,42.785642499041
11,237.65,42.72460734569
12,233.75,43.6401346459548
13,238.15,43.8842752593588
14,243.9,43.2128885724979
15,256.450000000001,43.2739237258489
16,242.849999999999,42.2363261188822
17,290.15,43.3959940325509
18,229.300000000001,43.7622049526568
19,229.900000000001,42.4194315789351
20,250.65,43.3959940325509
21,259.200000000001,43.4570291859019
22,233.950000000001,43.1518534191469
23,243.5,42.2973612722331
24,275.450000000001,43.029783112445
25,242.299999999999,43.029783112445
26,271.65,43.029783112445
27,265.6,43.090818265796
28,259.399999999998,43.5180643392529
29,259.950000000001,43.090818265796
30,255.5,43.8842752593588
31,364.5,44.4335916395176
32,278.950000000001,42.4194315789351
33,264.800000000003,43.5180643392529
34,261.900000000001,42.6635721923391
35,252.150000000001,43.090818265796
36,266.799999999999,43.2739237258489
37,273.799999999999,43.090818265796
38,257.099999999999,42.6025370389881
39,231.049999999999,43.3349588791999
40,238.649999999998,43.8232401060078
41,272.349999999999,43.6401346459548
42,284.950000000001,43.1518534191469
43,244.399999999998,43.3959940325509
44,287.450000000001,43.2739237258489
45,258.5,43.4570291859019
46,276.700000000001,44.5556619462196
47,228.099999999999,43.5790994926038
48,245.5,42.2363261188822
49,283,42.5415018856371
50,288.549999999999,43.6401346459548
51,267.450000000001,42.4194315789351
52,275.5,43.3349588791999
53,292.849999999999,42.5415018856371
54,290.199999999997,42.72460734569
55,281.199999999997,42.6025370389881
56,286.300000000003,43.2739237258489
57,278.949999999997,42.785642499041
58,279.299999999996,42.785642499041
59,279.599999999999,42.968747959094
60,276.299999999996,43.2739237258489
61,266.150000000001,43.5180643392529
62,255.849999999999,44.2504861794647
63,276.599999999999,44.3725564861667
64,279.450000000004,42.4194315789351
65,271.700000000004,42.6025370389881
66,280.400000000001,41.8701151987762
67,354.100000000006,41.7480448920743
68,268.050000000003,42.5415018856371
69,283.25,42.785642499041
70,274.700000000004,42.4194315789351
71,283.5,40.8325175918095
72,287.349999999999,43.5790994926038
73,275.5,41.5649394320213
74,273.849999999999,42.5415018856371
75,285.199999999997,42.5415018856371
76,253.650000000001,42.0532206588292
77,287.949999999997,43.3959940325509
78,297.450000000004,41.8701151987762
79,303.949999999997,41.0766582052134
80,264.949999999997,41.9311503521272
81,342.699999999997,41.5649394320213
82,307.150000000001,41.2597636652664
83,267.25,41.3818339719684
84,284.800000000003,40.8325175918095
85,298.400000000001,42.907712805743
86,294.650000000001,41.8701151987762
87,303.25,42.4804667322861
88,278.449999999997,41.2597636652664
89,322.5,42.0532206588292
90,293.949999999997,42.0532206588292
91,324.050000000003,39.8559551381937
92,279,39.8559551381937
93,355.599999999999,41.0766582052134
94,293.599999999999,39.6728496781408
95,343.200000000004,40.5273418250545
96,351.25,40.9545878985114
97,305.900000000001,39.8559551381937
98,382.200000000004,40.5273418250545
99,474.349999999999,40.1611309049486
100,298.850000000006,41.3207988186174
101,318.800000000003,42.1142558121802
102,383.400000000001,41.1376933585644
103,341.599999999999,42.1142558121802
104,265.25,42.907712805743
105,434.25,44.3115213328157
106,340.099999999991,42.4804667322861
107,290.600000000006,43.7622049526568
