"Sweep (n)","APA (mV)"
1,91.4916948731277
2,91.4672808117873
3,92.5170854494242
4,92.5109819340891
5,92.6940873941421
6,92.7368120014878
7,91.7541460325369
8,92.0532182839567
9,92.5537065414348
10,92.443843265403
11,92.1203569526428
12,91.6259722104998
13,92.7246049708176
14,91.6625933025104
15,91.4123491737714
16,91.6137651798296
17,93.4204057190188
18,92.1874956213289
19,91.6442827565051
20,92.2607378053501
21,93.0847123755884
22,92.0776323452971
23,91.6015581491594
24,91.8334917318932
25,91.9250444619197
26,92.5414995107646
27,92.2729448360203
28,92.7062944248123
29,91.0583452843357
30,91.1621050450323
31,92.5109819340891
32,92.2851518666905
33,91.9860796152707
34,95.2575638348835
35,89.4164996591942
36,81.7810019749858
37,82.7026327905857
38,85.443111176045
39,89.3493609905081
40,90.3686480514695
41,90.8752398242827
42,92.3950151427223
43,91.4367632351118
44,91.9311479772548
45,92.4011186580574
46,92.7368120014878
47,91.9799760999356
48,90.6555132722192
49,90.9789995849794
50,92.0471147686216
51,91.7358354865316
52,92.2973588973607
