"Sweep (n)","dV/dt max x (ms)","dV/dt max y (V/s)"
4,82.5,19.5312490723155
4,83.5,19.5312490723155
5,82.5,19.5312490723155
6,82.5,20.1416006058253
7,82.5,20.1416006058253
8,82.5,19.5312490723155
