"Sweep (n)","APD","APD value (ms)","APD value (mV)","Absolute Time (s)"
1,"APD 20",42.7,26.9775377811357,573.4
1,"APD 50",82.5500000000001,-6.53076140855548,613.25
1,"APD 90",154.7,-51.2084936614771,685.4
2,"APD 20",42.45,27.3437487012416,1032
2,"APD 50",85.75,-6.46972625520449,1075.3
2,"APD 90",163.35,-51.330563968179,1152.9
3,"APD 20",41.1499999999999,27.7099596213475,1484.7
3,"APD 50",81.3999999999999,-5.43212864823773,1524.95
3,"APD 90",150.05,-49.6826148277024,1593.6
4,"APD 20",39.55,27.4047838545926,1940.7
4,"APD 50",77.7,-5.18798803483379,1978.85
4,"APD 90",151.25,-48.7670875274376,2052.4
5,"APD 20",39,27.2216783945397,2395.6
5,"APD 50",79.5499999999997,-5.67626926164168,2436.15
5,"APD 90",152.1,-49.3774390609475,2508.7
6,"APD 20",38.0499999999997,27.1606432411887,2814.15
6,"APD 50",78.0499999999997,-5.55419895493971,2854.15
6,"APD 90",149.25,-49.2553687542455,2925.35
7,"APD 20",37.2000000000003,26.9775377811357,3232.85
7,"APD 50",76.75,-6.04248018174759,3272.4
7,"APD 90",149.3,-50.1708960545103,3344.95
8,"APD 20",39.5,27.0385729344867,3639
8,"APD 50",80.25,-6.28662079515153,3679.75
8,"APD 90",153.8,-50.7202124346692,3753.3
9,"APD 20",40.4500000000003,26.7944323210828,4080.8
9,"APD 50",80.0500000000002,-6.77490202195942,4120.4
9,"APD 90",151.8,-51.39159912153,4192.15
10,"APD 20",37.9499999999998,26.9165026277847,4497.55
10,"APD 50",77.25,-6.59179656190646,4536.85
10,"APD 90",152.75,-51.330563968179,4612.35
11,"APD 20",39.1999999999998,26.7944323210828,4918.95
11,"APD 50",78.1999999999998,-6.89697232866139,4957.95
11,"APD 90",152.25,-51.635739734934,5032
12,"APD 20",39.6500000000005,26.7333971677318,5340.25
12,"APD 50",80.1500000000005,-6.65283171525745,5380.75
12,"APD 90",153.55,-51.2084936614771,5454.15
