"Sweep (n)","Peak x (ms)","Peak y (mV)"
479,8.3,60.9999957391994
480,8.3,61.049995735707
481,8.4,61.3499957147522
482,8.4,61.049995735707
483,8.4,61.2499957217371
484,8.4,61.0999957322145
485,8.4,60.9999957391994
486,8.4,60.7999957531693
487,8.4,60.5499957706316
488,8.4,61.049995735707
