"Sweep (n)","APD","APD value (ms)","APD value (mV)"
462,"APD 20",0.6,33.3999976670371
462,"APD 50",6.3,-6.79999952502551
462,"APD 90",28.8,-62.0499956658578
463,"APD 20",0.5,34.3999975971879
463,"APD 50",6.3,-6.99999951105567
463,"APD 90",28.6,-61.9999956693502
464,"APD 20",0.6,33.1999976810069
464,"APD 50",6.4,-6.64999953550289
464,"APD 90",28.6,-62.0999956623653
465,"APD 20",0.5,35.8499974959065
465,"APD 50",6.3,-6.89999951804059
465,"APD 90",28.8,-61.9999956693502
466,"APD 20",0.6,32.9999976949767
466,"APD 50",6.3,-6.89999951804059
466,"APD 90",28.8,-62.0999956623653
