"Sweep (n)","APD","APD value (ms)","APD value (mV)"
393,"APD 20",0.6,31.9999977648259
393,"APD 50",11.4,-8.79999938532713
393,"APD 90",53.8,-62.2999956483955
394,"APD 20",0.6,32.8499977054541
394,"APD 50",11.1,-8.79999938532713
394,"APD 90",53.7,-62.2999956483955
395,"APD 20",0.6,31.5499977962581
395,"APD 50",10.8,-8.64999939580451
395,"APD 90",53.6,-62.1999956553804
396,"APD 20",0.699999999999999,30.3999978765846
396,"APD 50",11.2,-8.79999938532713
396,"APD 90",53.9,-62.349995644903
397,"APD 20",0.6,31.5999977927656
397,"APD 50",11.2,-8.74999938881959
397,"APD 90",53.8,-62.1999956553804
