"Sweep (n)","dV/dt max x (ms)","dV/dt max y (V/s)"
19,50.9,0.499999965075403
19,51.9,0.499999965075403
20,46.7,0.999999930150736
21,55.1,0.49999996507551
22,51.9,0.499999965075403
23,48.7,0.49999996507551
