"Sweep (n)","Negative dV/dt max x (ms)","Negative dV/dt max y (V/s)"
413,6.9,-4.99999965075411
414,7.3,-4.99999965075412
415,8.8,-4.99999965075407
416,8.5,-4.49999968567874
417,9.7,-4.49999968567867
