"Sweep (n)","Ediast (mV)"
165,-73.2549948831976
166,-73.2349948845946
167,-73.2874948809275
168,-73.3049948797051
169,-73.317494878832
170,-73.2849948811021
171,-73.2849948811021
172,-73.2799948814514
173,-73.2474948837215
174,-73.3074948795305
