"Sweep (n)","APD","APD value (ms)","APD value (mV)"
50,"APD 20",4.4,27.099998107087
50,"APD 50",18.2,-11.4499992002268
50,"APD 90",48,-62.5999956274407
51,"APD 20",4.4,27.1499981035945
51,"APD 50",18.8,-11.4499992002268
51,"APD 90",48.1,-62.5499956309332
52,"APD 20",4.4,26.9499981175643
52,"APD 50",18.4,-11.4499992002268
52,"APD 90",47.7,-62.5999956274407
53,"APD 20",4.4,27.0499981105794
53,"APD 50",18.5,-11.3499992072117
53,"APD 90",47.5,-62.5499956309332
54,"APD 20",4.4,27.099998107087
54,"APD 50",18.4,-11.3999992037192
54,"APD 90",47.5,-62.6499956239483
