"Sweep (n)","APD","APD value (ms)","APD value (mV)"
11,"APD 20",2.8,39.3499972514344
11,"APD 50",32.4,-2.69999981140719
11,"APD 90",73.9,-58.5999959068375
12,"APD 20",2.7,39.8499972165098
12,"APD 50",31.7,-2.24999984283932
12,"APD 90",74.1,-58.4999959138224
13,"APD 20",2.2,40.699997157138
13,"APD 50",31.4,-1.69999988125638
13,"APD 90",73.7,-58.2999959277922
14,"APD 20",2.2,40.9999971361832
14,"APD 50",31,-1.44999989871867
14,"APD 90",75.1,-58.1499959382696
15,"APD 20",2.2,40.9499971396757
15,"APD 50",31,-1.34999990570359
15,"APD 90",74.7,-58.1999959347771
