"Sweep (n)","Peak x (ms)","Peak y (mV)"
112,174.25,-0.915527284145355
113,193.549999999999,-3.84521460533142
114,165.25,-3.96728491783142
115,146.599999999999,-2.19726538658142
116,166.100000000002,-5.12695264816284
