"Sweep (n)","APD","APD value (ms)","APD value (mV)"
17,"APD 20",24.2,28.756712501317
17,"APD 50",56.4,-0.714111294206534
17,"APD 90",214.6,-40.0787334479248
18,"APD 20",23.4,29.3029771238083
18,"APD 50",53.8,-0.415039042786703
18,"APD 90",210.4,-40.2008037546268
19,"APD 20",23,29.006956630056
19,"APD 50",51.4,-0.0579833956834365
19,"APD 90",204.8,-38.9038067459183
20,"APD 20",21.8,28.9337144460348
20,"APD 50",49.8,-0.573730441499266
20,"APD 90",218.2,-40.1733379356188
21,"APD 20",22.8,29.3090806391434
21,"APD 50",53.6,-0.0640869110185351
21,"APD 90",219.8,-39.3951397303938
