"Sweep (n)","APD","APD value (ms)","APD value (mV)"
7,"APD 20",11,37.0056134767027
7,"APD 50",41.8,2.36816395001825
7,"APD 90",88.6,-44.0185525967309
8,"APD 20",5.8,37.5244122801861
8,"APD 50",972.8,4.15344218553458
8,"APD 90",159.4,-40.2923564846533
9,"APD 20",851,38.0554181143396
9,"APD 50",38.8,8.01696739265198
9,"APD 90",1725.8,-32.1197494509563
10,"APD 20",1165.2,37.2009259674258
10,"APD 50",665.6,2.83508287315329
10,"APD 90",1257.6,-43.2128885724979
11,"APD 20",8.99999999999999,37.7380353169145
11,"APD 50",1961.2,4.53491189397824
11,"APD 90",93.8,-39.691160224146
