"Sweep (n)","APD","APD value (ms)","APD value (mV)"
24,"APD 20",47.8,31.7260727118424
24,"APD 50",90,1.92260733055605
24,"APD 90",134,-37.8204327739383
25,"APD 20",49.2,31.6863998621643
25,"APD 50",92.6,2.30407703899971
25,"APD 90",135.2,-36.9476300810192
26,"APD 20",46,32.1105941779536
26,"APD 50",89.6,2.21557606664078
26,"APD 90",134.4,-37.646482586888
27,"APD 20",49.8,31.8267807148715
27,"APD 50",91.6,1.86767569254016
27,"APD 90",138.2,-37.9913312033211
28,"APD 20",49.8,31.9732650829139
28,"APD 50",92,2.32849110034011
28,"APD 90",135.2,-36.9567853540219
