"Sweep (n)","APD","APD value (ms)","APD value (mV)"
10,"APD 20",41.4,38.2049542400495
10,"APD 50",84.8,7.11364712305739
10,"APD 90",258,-34.2803938795812
11,"APD 20",39.6,38.7786846815488
11,"APD 50",80.8,8.85314899356049
11,"APD 90",256.2,-31.1279282090027
12,"APD 20",36,39.874265684199
12,"APD 50",76.8,10.1318354562636
12,"APD 90",219.4,-29.4097886421725
13,"APD 20",38.6,39.691160224146
13,"APD 50",80.2,10.095214364253
13,"APD 90",215.4,-29.2999253661407
14,"APD 20",33.8,39.6667461628057
14,"APD 50",73.6,11.1358637288874
14,"APD 90",211.4,-26.7242418947291
