"Sweep (n)","APD","APD value (ms)","APD value (mV)"
1,"APD 20",45.8,38.1652813903714
1,"APD 50",82.2,4.66613747368286
1,"APD 90",125.6,-40.0085430215712
2,"APD 20",44,38.1774884210416
2,"APD 50",79,5.355834706549
2,"APD 90",126,-38.4826641877965
3,"APD 20",42.2,38.2781964240707
3,"APD 50",76.6,5.44433567890793
3,"APD 90",128,-38.2873516970734
4,"APD 20",41.8,38.0310040529992
4,"APD 50",75,5.27038549185762
4,"APD 90",126,-38.6749249208521
5,"APD 20",40.6,38.0523663566721
5,"APD 50",75.8,5.30700658386821
5,"APD 90",124.8,-38.4826641877965
