"Sweep (n)","APD","APD value (ms)","APD value (mV)"
2,"APD 20",1711.2,27.9663072654217
2,"APD 50",65.8,-0.6439208678529
2,"APD 90",1636.2,-38.757322377876
3,"APD 20",43.8,27.923582658076
3,"APD 50",1864,-2.27355946232422
3,"APD 90",1748.6,-42.6055887966556
4,"APD 20",22,18.9666739038188
4,"APD 50",1342.6,-2.96325669519036
4,"APD 90",1372.8,-32.3822006103655
5,"APD 20",41.4,27.9510484770839
5,"APD 50",1452.6,-1.66320792881436
5,"APD 90",1353.4,-41.4031962756412
6,"APD 20",43.8,27.2613512442178
6,"APD 50",70.2,-2.57263171374405
6,"APD 90",110.2,-42.1081522968451
