"Sweep (n)","APD","APD value (ms)","APD value (mV)"
15,"APD 20",41.2,30.2185065348113
15,"APD 50",77.2,-9.51538107206034
15,"APD 90",91,-62.0361341991157
16,"APD 20",40.6,30.1544196193163
16,"APD 50",76.8,-9.48486349325322
16,"APD 90",90.6,-61.904908610245
17,"APD 20",41.2,30.1116950089863
17,"APD 50",77.6,-9.63745138728882
17,"APD 90",91.4,-62.8936781635958
18,"APD 20",41.2,30.1757819244813
18,"APD 50",77.2,-9.36889669378616
18,"APD 90",91.2,-62.8601088269079
19,"APD 20",40.8,30.1116950089863
19,"APD 50",77.2,-9.39941427259328
19,"APD 90",91.2,-62.5396742494332
