"Sweep (n)","APD","APD value (ms)","APD value (mV)"
10,"APD 20",18.4,33.7646491921987
10,"APD 50",62.6,-7.5134279023132
10,"APD 90",84,-62.4389662393697
11,"APD 20",18.2,33.7097175503459
11,"APD 50",62,-7.50732438655178
11,"APD 90",83.8,-62.0910658409685
12,"APD 20",17.8,33.9477546650414
12,"APD 50",61.6,-7.24182145092982
12,"APD 90",83.6,-62.2528090086462
13,"APD 20",17.2,34.2224128743055
13,"APD 50",61.4,-7.14721695662775
13,"APD 90",83.4,-61.7736830213744
14,"APD 20",17.2,34.1461189272877
14,"APD 50",61.6,-6.93664566285861
14,"APD 90",83.6,-61.9781507993821
