"Sweep (n)","APD","APD value (ms)","APD value (mV)"
86,"APD 20",56.4,34.9365242183922
86,"APD 50",109,-5.69152844752807
86,"APD 90",125,-60.0799573975792
87,"APD 20",56.6,34.8846443344201
87,"APD 50",108.8,-5.55114758501532
87,"APD 90",124.8,-60.0799573975792
88,"APD 20",56.4,34.832764450448
88,"APD 50",109.8,-5.85327161520582
88,"APD 90",125.6,-60.1257337657899
89,"APD 20",56.2,34.8266609346865
89,"APD 50",108.8,-5.52368176408891
89,"APD 90",124.6,-59.7839368831501
90,"APD 20",55.8,34.8724373028972
90,"APD 50",108.4,-5.56030285865745
90,"APD 90",124.2,-59.6832288730866
