"Sweep (n)","Negative dV/dt max x (ms)","Negative dV/dt max y (V/s)"
61,34.4,-43.0450449074437
62,34.4,-43.380738274322
63,34.4,-43.4112558531291
64,34.4,-43.624878904779
65,34.4,-43.380738274322
