"Sweep (n)","Negative dV/dt max x (ms)","Negative dV/dt max y (V/s)"
46,1659.66,-198.364248390884
47,1329.72,-183.105460053123
47,1830.42,-183.105460053123
48,797.4,-167.846671716317
48,859.44,-167.846671716317
49,734.56,-167.846671715363
49,893.84,-167.846671715363
50,114.24,-183.105460052864
