"Sweep (n)","APD","APD value (ms)","APD value (mV)"
77,"APD 20",3.1,31.8499977753033
77,"APD 50",15.2,-6.49999954598027
77,"APD 90",46.9,-57.1999960046263
78,"APD 20",3.1,31.9499977683184
78,"APD 50",15,-6.34999955645765
78,"APD 90",46.3,-57.1999960046263
79,"APD 20",3.1,31.7999977787958
79,"APD 50",15.1,-6.49999954598027
79,"APD 90",47,-57.2499960011339
80,"APD 20",3.2,31.8999977718108
80,"APD 50",15.4,-6.44999954947273
80,"APD 90",46.6,-57.1499960081188
81,"APD 20",3.1,31.8999977718108
81,"APD 50",15.3,-6.49999954598027
81,"APD 90",46.5,-57.0999960116113
82,"APD 20",3.1,32.0499977613335
82,"APD 50",15.2,-6.34999955645765
82,"APD 90",46.1,-57.1499960081188
83,"APD 20",3.2,31.8499977753033
83,"APD 50",15.2,-6.19999956693502
83,"APD 90",46.7,-57.1999960046263
84,"APD 20",3.2,31.6999977857807
84,"APD 50",15.3,-6.49999954598027
84,"APD 90",46.6,-57.2999959976414
85,"APD 20",3.2,31.9499977683184
85,"APD 50",15.3,-6.24999956344256
85,"APD 90",46.6,-57.1999960046263
86,"APD 20",3.2,31.6499977892731
86,"APD 50",15.3,-6.34999955645765
86,"APD 90",46.4,-57.2999959976414
