"Sweep (n)","APD","APD value (ms)","APD value (mV)"
165,"APD 20",1.3,27.4499980826397
165,"APD 50",6.9,-10.2499992840458
165,"APD 90",29.9,-60.6999957601542
166,"APD 20",1.3,27.2499980966096
166,"APD 50",6.8,-10.2499992840458
166,"APD 90",29.9,-60.6999957601542
167,"APD 20",1.2,28.0999980372378
167,"APD 50",6.8,-10.3499992770609
167,"APD 90",29.9,-60.6999957601542
168,"APD 20",1.3,27.3499980896247
168,"APD 50",6.9,-10.3499992770609
168,"APD 90",30.1,-60.6499957636466
169,"APD 20",1.3,26.9999981140719
169,"APD 50",6.8,-10.1999992875383
169,"APD 90",29.8,-60.6999957601542
170,"APD 20",1.3,27.0499981105794
170,"APD 50",6.8,-9.9999993015081
170,"APD 90",30,-60.6999957601542
171,"APD 20",1.4,26.9499981175643
171,"APD 50",7,-10.6499992561061
171,"APD 90",29.8,-60.5999957671391
172,"APD 20",1.3,27.4999980791473
172,"APD 50",6.9,-10.1499992910307
172,"APD 90",30.1,-60.5999957671391
173,"APD 20",1.3,27.2499980966096
173,"APD 50",6.9,-10.3499992770609
173,"APD 90",29.8,-60.6999957601542
174,"APD 20",1.3,27.4999980791473
174,"APD 50",6.9,-10.449999270076
174,"APD 90",29.8,-60.6999957601542
